LCLid,avg_peak_kwh,shiftable_kwh_day,monthly_savings_gbp,avg_consumption,weekend_usage,holiday_usage,Acorn_grouped,stdorToU,anomaly_count,usage_pattern,recommendation
MAC001622,0.08678299196266528,0.07810469276639875,1.48,0.040986866426695204,0.28553361221908746,0.02334857476408211,Adversity,Std,694,Peak Hour Users,694 anomalous readings detected. Inspect high-consumption appliances.
MAC004591,0.0855820770519263,0.07702386934673368,1.46,0.061125353538880545,0.2849261496560634,0.021788470267816613,Adversity,Std,565,Peak Hour Users,565 anomalous readings detected. Inspect high-consumption appliances.
MAC002867,0.08537960550800149,0.07684164495720133,1.46,0.07777431218751454,0.286066756668684,0.024579861272752666,Adversity,Std,316,Peak Hour Users,316 anomalous readings detected. Inspect high-consumption appliances.
MAC002237,0.08512340216322517,0.07661106194690265,1.45,0.0677963839862247,0.28565278888137263,0.02361478383863231,Adversity,Std,253,Peak Hour Users,253 anomalous readings detected. Inspect high-consumption appliances.
MAC000212,0.08509410569105691,0.07658469512195121,1.45,0.07089199013701417,0.28546734792445155,0.02196293754289636,Adversity,Std,1060,Peak Hour Users,1060 anomalous readings detected. Inspect high-consumption appliances.
MAC002607,0.08498241200446678,0.0764841708040201,1.45,0.0846337314997206,0.28499580888516346,0.02179379715004191,Adversity,Std,890,Peak Hour Users,890 anomalous readings detected. Inspect high-consumption appliances.
MAC005328,0.08449729364005412,0.07604756427604871,1.44,0.07687035991199369,0.2843281056075821,0.023017037120613787,Adversity,Std,755,Peak Hour Users,755 anomalous readings detected. Inspect high-consumption appliances.
MAC002056,0.08400356682879377,0.0756032101459144,1.43,0.07863921202626566,0.27449231891694703,0.02140164565684407,ACORN-U,Std,611,Peak Hour Users,611 anomalous readings detected. Inspect high-consumption appliances.
MAC002045,0.08389583333333334,0.07550625,1.43,0.10675915409595083,0.285447013229988,0.02245088868101029,Adversity,Std,933,Peak Hour Users,933 anomalous readings detected. Inspect high-consumption appliances.
MAC003546,0.08331725721784777,0.07498553149606299,1.42,0.05319424489963466,0.2837321949016871,0.021673987110545544,Adversity,Std,362,Peak Hour Users,362 anomalous readings detected. Inspect high-consumption appliances.
MAC000719,0.08237386614366266,0.07413647952929639,1.41,0.07449001869614547,0.28545582778816964,0.023519671276563122,Affluent,ToU,649,Peak Hour Users,649 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004101,0.08212557778633796,0.07391302000770415,1.4,0.06948918485237483,0.2846277278562259,0.023106546854942234,Adversity,Std,898,Peak Hour Users,898 anomalous readings detected. Inspect high-consumption appliances.
MAC004140,0.0812566348879155,0.07313097139912395,1.39,0.06787630128597673,0.28455861024269186,0.02320559512682502,Adversity,Std,505,Peak Hour Users,505 anomalous readings detected. Inspect high-consumption appliances.
MAC002146,0.08148004309600863,0.07333203878640776,1.39,0.08210535894169195,0.284732052578362,0.022581732389619143,Adversity,Std,768,Peak Hour Users,768 anomalous readings detected. Inspect high-consumption appliances.
MAC002036,0.0812055198285102,0.07308496784565918,1.39,0.06874655149658497,0.28599169679925,0.02249899558055444,Affluent,Std,626,Peak Hour Users,626 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC000392,0.08169246861924685,0.07352322175732216,1.39,0.05401936440554764,0.28468002209751986,0.02372575814846044,Adversity,ToU,767,Peak Hour Users,767 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC003921,0.08093503401360545,0.07284153061224491,1.38,0.058421668795232015,0.2860366113239676,0.02247765006385696,Adversity,Std,372,Peak Hour Users,372 anomalous readings detected. Inspect high-consumption appliances.
MAC002660,0.08113204225352114,0.07301883802816903,1.38,0.07399792335284124,0.28516141212006796,0.024164621483858787,Affluent,Std,714,Peak Hour Users,714 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC004110,0.08111664953751285,0.07300498458376156,1.38,0.05438198209759697,0.28586095158651226,0.023099874875677755,Adversity,Std,513,Peak Hour Users,513 anomalous readings detected. Inspect high-consumption appliances.
MAC002416,0.08030991529646238,0.07227892376681613,1.37,0.07565746338423185,0.2842006855718292,0.023932689311311935,Adversity,Std,476,Peak Hour Users,476 anomalous readings detected. Inspect high-consumption appliances.
MAC002629,0.07970452155625658,0.07173406940063091,1.36,0.07118488333881039,0.28393033190930006,0.018928688793953336,Adversity,Std,347,Peak Hour Users,347 anomalous readings detected. Inspect high-consumption appliances.
MAC005105,0.07918367344322345,0.07126530609890111,1.35,0.07185554827168576,0.28592471358428806,0.023567921440261867,Adversity,Std,585,Peak Hour Users,585 anomalous readings detected. Inspect high-consumption appliances.
MAC002152,0.07903344120819848,0.07113009708737864,1.35,0.07847130663945212,0.2850106271718228,0.022671299888667725,ACORN-U,Std,811,Peak Hour Users,811 anomalous readings detected. Inspect high-consumption appliances.
MAC001755,0.07912723449001051,0.07121451104100945,1.35,0.06048544455774481,0.28489194434393605,0.023683431466070194,Adversity,ToU,122,Peak Hour Users,122 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC005286,0.07801826049975973,0.07021643444978376,1.33,0.08099885750450993,0.2873120865904991,0.028863499699338546,Affluent,Std,525,Peak Hour Users,525 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003955,0.07714400443090556,0.069429603987815,1.32,0.06886293783746365,0.2857192302367437,0.021597674096635745,Adversity,Std,608,Peak Hour Users,608 anomalous readings detected. Inspect high-consumption appliances.
MAC002117,0.0772618279032258,0.06953564511290322,1.32,0.09183655557983927,0.28405231834840794,0.022595070777714266,Adversity,Std,915,Peak Hour Users,915 anomalous readings detected. Inspect high-consumption appliances.
MAC002089,0.0765751476113795,0.06891763285024155,1.31,0.07536042960228226,0.2864910219835543,0.022520557140459807,Adversity,Std,597,Peak Hour Users,597 anomalous readings detected. Inspect high-consumption appliances.
MAC000102,0.07626455240976424,0.06863809716878781,1.3,0.06845264419787211,0.2853864608323772,0.022530510065713986,Adversity,Std,594,Peak Hour Users,594 anomalous readings detected. Inspect high-consumption appliances.
MAC004442,0.07507934269953051,0.06757140842957746,1.28,0.07041820638016627,0.28481626178656405,0.023940310783420966,Adversity,Std,872,Peak Hour Users,872 anomalous readings detected. Inspect high-consumption appliances.
MAC002133,0.07515080647849462,0.06763572583064516,1.28,0.07015624369909122,0.28434870414002017,0.02261864692022888,Affluent,Std,774,Peak Hour Users,774 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005319,0.07355181695827726,0.06619663526244952,1.26,0.07779007044988914,0.2855940052201734,0.022901406078976172,Affluent,Std,482,Peak Hour Users,482 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002294,0.07357972633342641,0.06622175370008376,1.26,0.06378542495984356,0.2815140722117466,0.025071583211118093,Adversity,Std,824,Peak Hour Users,824 anomalous readings detected. Inspect high-consumption appliances.
MAC003024,0.07381553142414861,0.06643397828173374,1.26,0.07712818693280836,0.2850642225521203,0.02323630026463564,Adversity,Std,874,Peak Hour Users,874 anomalous readings detected. Inspect high-consumption appliances.
MAC002736,0.07313787881313132,0.06582409093181818,1.25,0.07110122546901648,0.2835259933042764,0.02274019329164298,Adversity,Std,782,Peak Hour Users,782 anomalous readings detected. Inspect high-consumption appliances.
MAC000316,0.07339364640883977,0.0660542817679558,1.25,0.08266817356675978,0.2847188228857727,0.023496213539117166,Adversity,Std,865,Peak Hour Users,865 anomalous readings detected. Inspect high-consumption appliances.
MAC004028,0.07266304952698943,0.06539674457429048,1.24,0.04993515037593985,0.2857142857142857,0.02172096908939014,Adversity,Std,434,Peak Hour Users,434 anomalous readings detected. Inspect high-consumption appliances.
MAC001558,0.07229334365325077,0.06506400928792569,1.23,0.07536334000387322,0.28351946291395,0.023239300238848362,Adversity,Std,787,Peak Hour Users,787 anomalous readings detected. Inspect high-consumption appliances.
MAC005390,0.0722679990915285,0.06504119918237565,1.23,0.05999147969326896,0.2856858846918489,0.023175234308435103,Affluent,Std,864,Peak Hour Users,864 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005294,0.0718907506702413,0.06470167560321716,1.23,0.06966418869822816,0.28438879883740426,0.022804762170923927,Affluent,Std,1081,Peak Hour Users,1081 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002128,0.0721131160786426,0.06490180447077834,1.23,0.06052669314662717,0.28430052511108117,0.022620169651272386,Adversity,Std,440,Peak Hour Users,440 anomalous readings detected. Inspect high-consumption appliances.
MAC003761,0.07177214334009466,0.0645949290060852,1.22,0.06461153878690466,0.2841976144150241,0.02233313594450554,Adversity,Std,571,Peak Hour Users,571 anomalous readings detected. Inspect high-consumption appliances.
MAC004393,0.07172776217228465,0.06455498595505618,1.22,0.07400257671585851,0.28604474115717965,0.023893183415319746,Adversity,Std,544,Peak Hour Users,544 anomalous readings detected. Inspect high-consumption appliances.
MAC002711,0.07132378079436903,0.06419140271493212,1.22,0.06559027581218355,0.284555146711954,0.024153222002075668,Adversity,Std,902,Peak Hour Users,902 anomalous readings detected. Inspect high-consumption appliances.
MAC002270,0.07049494451294698,0.06344545006165228,1.2,0.06219210956229372,0.2842468922545421,0.023689811530275457,Adversity,Std,1062,Peak Hour Users,1062 anomalous readings detected. Inspect high-consumption appliances.
MAC002882,0.07010808580858086,0.06309727722772276,1.2,0.05778709566414315,0.2865450791465933,0.02309015829318651,Adversity,Std,610,Peak Hour Users,610 anomalous readings detected. Inspect high-consumption appliances.
MAC002217,0.0690156293117631,0.06211406638058679,1.18,0.10202767588394664,0.28636098631640317,0.023011763092012756,Adversity,ToU,932,Peak Hour Users,932 anomalous readings detected. Inspect high-consumption appliances. Time-of-Use tariff detected. Running flexible appliances during off-peak hours can reduce costs.
MAC005304,0.06866644235082997,0.06179979811574697,1.17,0.059365815368226285,0.28488127610664127,0.02287572537915954,Affluent,Std,948,Peak Hour Users,948 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC002581,0.0672347365486479,0.0605112628937831,1.15,0.06841653883698229,0.28444428949937245,0.021754288104866824,Affluent,Std,463,Peak Hour Users,463 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC005273,0.06756220787892277,0.06080598709103048,1.15,0.06954006513123104,0.2858971861170642,0.022711458710234073,Affluent,Std,437,Peak Hour Users,437 anomalous readings detected. Inspect high-consumption appliances. Compare energy usage with households in the same ACORN segment to identify efficiency opportunities.
MAC003027,0.06599464831804282,0.059395183486238526,1.13,0.04026008926362767,0.28457124641377113,0.02295186483901817,Adversity,Std,742,Peak Hour Users,742 anomalous readings detected. Inspect high-consumption appliances.
MAC002124,0.0664885721968271,0.059839714977144395,1.13,0.05502378149281846,0.28399878906118603,0.022570554004507384,Adversity,Std,150,Peak Hour Users,150 anomalous readings detected. Inspect high-consumption appliances.
MAC002642,0.06622439756526105,0.05960195780873495,1.13,0.05134003264979274,0.2849202361512373,0.024086170079135785,Adversity,Std,619,Peak Hour Users,619 anomalous readings detected. Inspect high-consumption appliances.
